BirthDate,Age,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,YearFirstPurchase,CommuteDistance,StateProvinceCode,StateProvinceName,CountryRegionCode,RegionName,SalesTerritoryKey,CustomerKey,ProductCategoryKey,ProductCategory,ProductSubcategoryKey,ProductSubcategoryName,ProductKey,ModelName
9/2/1957,61,M,M,40000,2,0,Partial College,Skilled Manual,1,2,2011,5-10 Miles,QLD,Queensland,AU,Australia,9,11055,1,Bikes,3,Touring Bikes,562,Touring-1000
1/25/1983,36,M,F,10000,0,0,High School,Manual,1,2,2013,0-1 Miles,NSW,New South Wales,AU,Australia,9,27865,1,Bikes,3,Touring Bikes,561,Touring-1000
11/21/1984,34,S,M,70000,0,0,Partial College,Professional,0,2,2011,0-1 Miles,CA,California,US,United States,4,29111,1,Bikes,3,Touring Bikes,570,Touring-3000
5/16/1974,44,S,F,100000,2,0,Bachelors,Management,0,3,2013,0-1 Miles,OR,Oregon,US,United States,1,25765,1,Bikes,3,Touring Bikes,562,Touring-1000
10/13/1974,44,M,M,80000,2,0,Graduate Degree,Professional,1,0,2013,0-1 Miles,CA,California,US,United States,4,22270,1,Bikes,2,Road Bikes,605,Road-750
3/8/1973,46,M,F,70000,1,0,Partial College,Skilled Manual,1,1,2012,2-5 Miles,BC,British Columbia,CA,Canada,6,25991,1,Bikes,2,Road Bikes,606,Road-750
4/3/1977,42,M,F,60000,1,1,Graduate Degree,Skilled Manual,1,0,2013,1-2 Miles,CA,California,US,United States,4,20320,1,Bikes,2,Road Bikes,386,Road-550-W
12/18/1961,57,M,M,100000,2,3,High School,Professional,1,4,2012,5-10 Miles,45,Loiret,FR,France,7,15924,1,Bikes,2,Road Bikes,386,Road-550-W
10/18/1971,47,S,F,30000,1,1,Bachelors,Clerical,0,1,2013,0-1 Miles,BB,Brandenburg,DE,Germany,8,22650,1,Bikes,2,Road Bikes,605,Road-750
1/17/1976,43,M,M,30000,0,0,Bachelors,Clerical,1,0,2013,0-1 Miles,HH,Hamburg,DE,Germany,8,22609,1,Bikes,2,Road Bikes,606,Road-750
5/22/1978,40,S,F,40000,2,2,Partial College,Clerical,1,0,2012,0-1 Miles,NW,Nordrhein-Westfalen,DE,Germany,8,12742,1,Bikes,2,Road Bikes,605,Road-750
1/17/1964,55,M,F,130000,2,3,Bachelors,Management,0,4,2012,5-10 Miles,NW,Nordrhein-Westfalen,DE,Germany,8,16821,1,Bikes,3,Touring Bikes,575,Touring-1000
1/3/1959,60,M,F,40000,3,0,Partial College,Skilled Manual,0,2,2012,1-2 Miles,QLD,Queensland,AU,Australia,9,13049,1,Bikes,3,Touring Bikes,577,Touring-2000
2/18/1963,56,S,M,20000,4,0,High School,Skilled Manual,0,2,2013,1-2 Miles,VIC,Victoria,AU,Australia,9,29063,1,Bikes,3,Touring Bikes,568,Touring-3000
11/10/1952,66,S,M,80000,5,0,High School,Management,1,2,2012,10+ Miles,93,Seine Saint Denis,FR,France,7,14203,1,Bikes,1,Mountain Bikes,359,Mountain-200
11/15/1958,60,M,M,170000,0,5,Bachelors,Management,0,3,2011,10+ Miles,ENG,England,GB,United Kingdom,10,13590,1,Bikes,1,Mountain Bikes,361,Mountain-200
8/11/1961,57,M,F,60000,2,1,Partial College,Professional,1,1,2012,2-5 Miles,CA,California,US,United States,4,14406,1,Bikes,1,Mountain Bikes,587,Mountain-400-W
9/23/1965,53,S,F,20000,3,0,Partial High School,Manual,0,2,2013,1-2 Miles,BC,British Columbia,CA,Canada,6,11513,1,Bikes,1,Mountain Bikes,590,Mountain-400-W
12/21/1977,41,M,F,70000,2,0,Graduate Degree,Professional,1,0,2012,2-5 Miles,CA,California,US,United States,4,13865,1,Bikes,1,Mountain Bikes,357,Mountain-200
1/9/1973,46,S,M,130000,0,0,Graduate Degree,Management,0,2,2012,0-1 Miles,WA,Washington,US,United States,1,14121,1,Bikes,1,Mountain Bikes,361,Mountain-200
5/27/1971,47,S,F,20000,2,2,High School,Manual,1,1,2013,0-1 Miles,HH,Hamburg,DE,Germany,8,28383,1,Bikes,3,Touring Bikes,567,Touring-3000
8/22/1968,50,S,M,30000,2,2,Partial College,Clerical,1,0,2013,0-1 Miles,SL,Saarland,DE,Germany,8,28400,1,Bikes,3,Touring Bikes,567,Touring-3000
5/23/1974,44,S,F,30000,1,1,Bachelors,Clerical,0,0,2012,1-2 Miles,ENG,England,GB,United Kingdom,10,12460,1,Bikes,3,Touring Bikes,578,Touring-2000
1/29/1969,50,S,M,70000,0,0,Bachelors,Professional,0,1,2012,0-1 Miles,VIC,Victoria,AU,Australia,9,13103,1,Bikes,1,Mountain Bikes,363,Mountain-200
5/19/1983,35,M,M,70000,5,0,Graduate Degree,Professional,1,0,2013,2-5 Miles,CA,California,US,United States,4,25427,1,Bikes,3,Touring Bikes,561,Touring-1000
4/17/1946,73,M,F,60000,2,0,Graduate Degree,Management,1,2,2013,5-10 Miles,CA,California,US,United States,4,17445,1,Bikes,2,Road Bikes,582,Road-350-W
8/29/1964,54,M,M,60000,3,0,Graduate Degree,Management,1,2,2013,5-10 Miles,OR,Oregon,US,United States,1,17463,1,Bikes,2,Road Bikes,581,Road-350-W
9/7/1981,37,S,M,30000,0,0,Partial College,Clerical,0,1,2013,0-1 Miles,ENG,England,GB,United Kingdom,10,26885,1,Bikes,2,Road Bikes,584,Road-750
4/6/1984,35,M,F,20000,0,0,Bachelors,Clerical,0,0,2013,0-1 Miles,VIC,Victoria,AU,Australia,9,28486,1,Bikes,3,Touring Bikes,568,Touring-3000
10/1/1967,51,M,M,60000,1,0,Bachelors,Professional,1,1,2012,0-1 Miles,VIC,Victoria,AU,Australia,9,14048,1,Bikes,3,Touring Bikes,567,Touring-3000
9/6/1978,40,M,F,100000,0,0,Graduate Degree,Management,1,0,2011,0-1 Miles,NSW,New South Wales,AU,Australia,9,11093,1,Bikes,3,Touring Bikes,562,Touring-1000
12/9/1967,51,M,M,40000,1,0,Bachelors,Skilled Manual,1,1,2012,0-1 Miles,45,Loiret,FR,France,7,14976,1,Bikes,1,Mountain Bikes,353,Mountain-200
12/16/1971,47,S,F,60000,0,0,Graduate Degree,Skilled Manual,0,0,2012,0-1 Miles,ENG,England,GB,United Kingdom,10,12839,1,Bikes,1,Mountain Bikes,357,Mountain-200
1/18/1980,39,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,2012,1-2 Miles,ENG,England,GB,United Kingdom,10,20712,1,Bikes,2,Road Bikes,376,Road-250
2/21/1972,47,S,F,160000,0,0,Graduate Degree,Management,0,4,2013,1-2 Miles,CA,California,US,United States,4,20462,1,Bikes,2,Road Bikes,372,Road-250
7/20/1985,33,M,M,40000,0,0,High School,Skilled Manual,1,2,2013,5-10 Miles,OR,Oregon,US,United States,1,16728,1,Bikes,2,Road Bikes,372,Road-250
5/13/1964,55,M,M,60000,3,0,Graduate Degree,Management,1,2,2012,5-10 Miles,OR,Oregon,US,United States,1,14494,1,Bikes,1,Mountain Bikes,587,Mountain-400-W
2/25/1982,37,S,F,60000,1,0,Graduate Degree,Skilled Manual,1,0,2012,0-1 Miles,OR,Oregon,US,United States,1,14367,1,Bikes,1,Mountain Bikes,587,Mountain-400-W
9/16/1979,39,S,M,30000,0,0,Partial High School,Skilled Manual,1,2,2012,5-10 Miles,WA,Washington,US,United States,1,13085,1,Bikes,1,Mountain Bikes,593,Mountain-500
5/24/1975,43,M,M,70000,5,0,Graduate Degree,Professional,1,0,2012,2-5 Miles,WA,Washington,US,United States,1,13897,1,Bikes,1,Mountain Bikes,363,Mountain-200
9/9/1980,38,M,M,40000,2,2,Bachelors,Skilled Manual,1,0,2011,0-1 Miles,WA,Washington,US,United States,1,11799,1,Bikes,1,Mountain Bikes,353,Mountain-200
9/2/1959,59,M,M,80000,3,0,Partial High School,Skilled Manual,0,2,2013,1-2 Miles,CA,California,US,United States,4,13473,1,Bikes,1,Mountain Bikes,359,Mountain-200
6/1/1983,35,S,F,80000,0,0,Bachelors,Management,0,1,2012,1-2 Miles,OR,Oregon,US,United States,1,14115,1,Bikes,1,Mountain Bikes,359,Mountain-200
8/5/1965,53,S,F,80000,2,0,Partial High School,Skilled Manual,1,2,2013,5-10 Miles,BC,British Columbia,CA,Canada,6,14478,1,Bikes,1,Mountain Bikes,353,Mountain-200
5/19/1983,35,S,M,10000,4,4,Partial High School,Manual,1,1,2011,0-1 Miles,ENG,England,GB,United Kingdom,10,14937,1,Bikes,3,Touring Bikes,586,Touring-3000
12/19/1975,43,S,F,20000,0,0,Partial College,Manual,0,1,2013,2-5 Miles,NW,Nordrhein-Westfalen,DE,Germany,8,26948,1,Bikes,3,Touring Bikes,579,Touring-2000
11/12/1972,46,S,M,60000,1,0,Partial College,Skilled Manual,1,1,2011,5-10 Miles,NSW,New South Wales,AU,Australia,9,19620,1,Bikes,2,Road Bikes,583,Road-350-W
6/23/1954,64,S,F,30000,3,0,Partial College,Clerical,1,2,2012,5-10 Miles,QLD,Queensland,AU,Australia,9,14855,1,Bikes,2,Road Bikes,582,Road-350-W
7/25/1983,35,M,F,100000,0,5,High School,Management,0,3,2011,10+ Miles,NSW,New South Wales,AU,Australia,9,19968,1,Bikes,2,Road Bikes,380,Road-250
4/6/1982,37,S,M,100000,0,5,High School,Management,1,4,2012,10+ Miles,VIC,Victoria,AU,Australia,9,27366,1,Bikes,2,Road Bikes,606,Road-750
4/3/1968,51,S,F,60000,1,0,Bachelors,Professional,0,1,2013,0-1 Miles,QLD,Queensland,AU,Australia,9,28315,1,Bikes,2,Road Bikes,606,Road-750
8/22/1979,39,S,M,110000,0,5,Partial College,Management,1,3,2012,10+ Miles,TAS,Tasmania,AU,Australia,9,27353,1,Bikes,2,Road Bikes,604,Road-750
12/25/1978,40,M,M,100000,0,5,High School,Management,1,2,2012,10+ Miles,NSW,New South Wales,AU,Australia,9,27355,1,Bikes,2,Road Bikes,584,Road-750
9/23/1985,33,S,M,10000,0,0,Partial College,Manual,0,1,2012,0-1 Miles,NSW,New South Wales,AU,Australia,9,22573,1,Bikes,2,Road Bikes,584,Road-750
11/28/1956,62,M,M,60000,2,1,High School,Professional,0,2,2012,2-5 Miles,WA,Washington,US,United States,1,26521,1,Bikes,3,Touring Bikes,568,Touring-3000
1/2/1977,42,M,F,80000,0,0,Graduate Degree,Skilled Manual,1,0,2011,1-2 Miles,CA,California,US,United States,4,28580,1,Bikes,3,Touring Bikes,577,Touring-2000
8/24/1972,46,S,F,40000,0,0,Bachelors,Professional,0,1,2013,2-5 Miles,CA,California,US,United States,4,25411,1,Bikes,3,Touring Bikes,577,Touring-2000
5/7/1974,45,S,M,70000,2,2,Bachelors,Skilled Manual,0,1,2013,0-1 Miles,OR,Oregon,US,United States,1,25407,1,Bikes,3,Touring Bikes,575,Touring-1000
10/14/1979,39,S,F,70000,2,2,Bachelors,Skilled Manual,0,1,2013,0-1 Miles,CA,California,US,United States,4,25410,1,Bikes,3,Touring Bikes,575,Touring-1000
10/6/1977,41,S,M,70000,0,0,Graduate Degree,Professional,1,0,2013,2-5 Miles,CA,California,US,United States,4,25425,1,Bikes,3,Touring Bikes,576,Touring-1000
11/18/1964,54,M,M,30000,1,0,Bachelors,Skilled Manual,1,1,2013,1-2 Miles,BC,British Columbia,CA,Canada,6,16219,1,Bikes,2,Road Bikes,606,Road-750
5/25/1968,50,S,M,80000,5,4,Partial College,Professional,1,3,2011,5-10 Miles,BC,British Columbia,CA,Canada,6,23486,1,Bikes,2,Road Bikes,581,Road-350-W
4/12/1980,39,S,M,30000,0,0,High School,Professional,0,2,2013,1-2 Miles,BC,British Columbia,CA,Canada,6,13084,1,Bikes,2,Road Bikes,581,Road-350-W
1/9/1967,52,M,M,30000,4,0,Graduate Degree,Clerical,1,0,2013,0-1 Miles,ENG,England,GB,United Kingdom,10,26931,1,Bikes,2,Road Bikes,606,Road-750
4/8/1963,56,M,F,150000,2,3,Partial College,Professional,1,3,2011,0-1 Miles,ENG,England,GB,United Kingdom,10,11243,1,Bikes,2,Road Bikes,605,Road-750
4/17/1952,67,M,M,130000,4,4,Partial College,Professional,1,4,2011,5-10 Miles,ENG,England,GB,United Kingdom,10,13581,1,Bikes,3,Touring Bikes,575,Touring-1000
5/10/1984,35,S,F,10000,0,0,Partial College,Manual,0,1,2011,0-1 Miles,NSW,New South Wales,AU,Australia,9,11358,1,Bikes,1,Mountain Bikes,588,Mountain-400-W
5/5/1986,33,S,M,20000,0,0,High School,Manual,1,1,2011,2-5 Miles,75,Seine (Paris),FR,France,7,11607,1,Bikes,1,Mountain Bikes,355,Mountain-200
3/13/1970,49,M,F,20000,2,0,Partial College,Manual,1,1,2012,2-5 Miles,NW,Nordrhein-Westfalen,DE,Germany,8,12266,1,Bikes,1,Mountain Bikes,361,Mountain-200
2/28/1957,62,M,F,90000,4,1,High School,Professional,0,2,2011,2-5 Miles,HE,Hessen,DE,Germany,8,14189,1,Bikes,1,Mountain Bikes,357,Mountain-200
4/22/1975,44,M,F,40000,0,0,Graduate Degree,Clerical,1,0,2011,0-1 Miles,NW,Nordrhein-Westfalen,DE,Germany,8,14163,1,Bikes,1,Mountain Bikes,359,Mountain-200
5/13/1964,55,M,F,80000,4,2,Partial College,Professional,0,1,2011,2-5 Miles,ENG,England,GB,United Kingdom,10,13585,1,Bikes,1,Mountain Bikes,363,Mountain-200
5/1/1946,73,M,M,20000,1,0,Bachelors,Clerical,1,0,2012,0-1 Miles,ENG,England,GB,United Kingdom,10,12559,1,Bikes,1,Mountain Bikes,355,Mountain-200
8/2/1974,44,S,F,40000,0,0,Graduate Degree,Clerical,1,0,2011,0-1 Miles,BB,Brandenburg,DE,Germany,8,14161,1,Bikes,1,Mountain Bikes,353,Mountain-200
10/11/1960,58,S,M,10000,2,0,Partial College,Manual,1,0,2012,0-1 Miles,NW,Nordrhein-Westfalen,DE,Germany,8,12232,1,Bikes,1,Mountain Bikes,363,Mountain-200
4/15/1961,58,M,F,170000,3,4,High School,Professional,1,2,2013,5-10 Miles,ENG,England,GB,United Kingdom,10,21830,1,Bikes,1,Mountain Bikes,598,Mountain-500
4/18/1960,59,M,M,60000,2,1,Partial College,Professional,1,2,2013,2-5 Miles,WA,Washington,US,United States,1,17149,1,Bikes,2,Road Bikes,582,Road-350-W
3/8/1941,78,M,F,80000,4,0,Graduate Degree,Management,1,2,2013,1-2 Miles,CA,California,US,United States,4,19708,1,Bikes,1,Mountain Bikes,594,Mountain-500
1/17/1965,54,M,M,70000,1,0,Graduate Degree,Professional,1,1,2013,2-5 Miles,OR,Oregon,US,United States,1,19542,1,Bikes,1,Mountain Bikes,594,Mountain-500
4/6/1986,33,S,M,70000,5,0,Graduate Degree,Professional,1,0,2012,2-5 Miles,OR,Oregon,US,United States,1,13898,1,Bikes,1,Mountain Bikes,353,Mountain-200
7/1/1973,45,M,M,60000,2,2,Bachelors,Skilled Manual,1,0,2011,0-1 Miles,CA,California,US,United States,4,11809,1,Bikes,1,Mountain Bikes,357,Mountain-200
11/13/1948,70,S,F,170000,2,3,Graduate Degree,Management,0,2,2012,0-1 Miles,WA,Washington,US,United States,1,14256,1,Bikes,1,Mountain Bikes,357,Mountain-200
4/13/1983,36,S,M,40000,0,0,Partial High School,Clerical,1,2,2011,5-10 Miles,WA,Washington,US,United States,1,11934,1,Bikes,1,Mountain Bikes,357,Mountain-200
8/6/1972,46,M,F,130000,3,3,Bachelors,Management,1,3,2013,2-5 Miles,CA,California,US,United States,4,13455,1,Bikes,1,Mountain Bikes,355,Mountain-200
9/8/1961,57,S,F,90000,2,1,Partial College,Professional,1,1,2012,5-10 Miles,CA,California,US,United States,4,13433,1,Bikes,1,Mountain Bikes,361,Mountain-200
9/6/1963,55,S,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,2013,1-2 Miles,BC,British Columbia,CA,Canada,6,12449,1,Bikes,1,Mountain Bikes,361,Mountain-200
5/15/1948,71,S,M,40000,2,0,Bachelors,Management,1,2,2011,5-10 Miles,VIC,Victoria,AU,Australia,9,19652,1,Bikes,2,Road Bikes,582,Road-350-W
12/1/1984,34,S,M,10000,0,0,Partial College,Manual,1,1,2012,2-5 Miles,NSW,New South Wales,AU,Australia,9,15029,1,Bikes,2,Road Bikes,583,Road-350-W
10/25/1976,42,M,M,110000,0,5,Partial High School,Professional,1,4,2011,10+ Miles,VIC,Victoria,AU,Australia,9,19978,1,Bikes,2,Road Bikes,380,Road-250
2/16/1986,33,S,M,20000,0,0,Bachelors,Clerical,0,0,2012,0-1 Miles,VIC,Victoria,AU,Australia,9,22575,1,Bikes,2,Road Bikes,605,Road-750
4/24/1977,42,S,F,110000,0,5,Partial High School,Professional,0,4,2012,10+ Miles,VIC,Victoria,AU,Australia,9,27371,1,Bikes,2,Road Bikes,584,Road-750
3/13/1953,66,S,M,30000,3,0,Partial College,Clerical,1,2,2011,5-10 Miles,QLD,Queensland,AU,Australia,9,16931,1,Bikes,2,Road Bikes,386,Road-550-W
4/3/1975,44,S,M,60000,2,2,Bachelors,Skilled Manual,1,0,2013,2-5 Miles,WA,Washington,US,United States,1,25392,1,Bikes,3,Touring Bikes,579,Touring-2000
4/2/1956,63,M,M,40000,2,1,Partial High School,Skilled Manual,1,3,2011,2-5 Miles,BC,British Columbia,CA,Canada,6,23725,1,Bikes,3,Touring Bikes,577,Touring-2000
3/4/1978,41,S,M,80000,0,0,Bachelors,Management,0,1,2013,0-1 Miles,CA,California,US,United States,4,25286,1,Bikes,3,Touring Bikes,576,Touring-1000
10/14/1983,35,S,F,40000,0,0,High School,Skilled Manual,0,2,2013,0-1 Miles,OR,Oregon,US,United States,1,24498,1,Bikes,3,Touring Bikes,574,Touring-1000
9/19/1971,47,S,M,70000,4,0,Graduate Degree,Professional,1,0,2013,2-5 Miles,CA,California,US,United States,4,25426,1,Bikes,3,Touring Bikes,561,Touring-1000
8/31/1962,56,M,F,90000,2,0,Partial College,Professional,1,1,2013,2-5 Miles,CA,California,US,United States,4,22224,1,Bikes,2,Road Bikes,604,Road-750
2/21/1983,36,S,F,70000,0,0,Partial College,Skilled Manual,0,2,2013,0-1 Miles,CA,California,US,United States,4,22164,1,Bikes,2,Road Bikes,604,Road-750
4/30/1980,39,M,F,50000,2,2,Bachelors,Skilled Manual,1,0,2013,2-5 Miles,CA,California,US,United States,4,23155,1,Bikes,2,Road Bikes,584,Road-750
4/1/1977,42,M,F,60000,1,1,Graduate Degree,Skilled Manual,1,0,2013,1-2 Miles,CA,California,US,United States,4,20321,1,Bikes,2,Road Bikes,388,Road-550-W
6/11/1978,40,S,F,60000,0,0,Graduate Degree,Professional,0,1,2013,0-1 Miles,CA,California,US,United States,4,20193,1,Bikes,2,Road Bikes,388,Road-550-W
10/20/1974,44,M,F,60000,1,0,Bachelors,Professional,1,1,2013,0-1 Miles,WA,Washington,US,United States,1,17271,1,Bikes,2,Road Bikes,580,Road-350-W
9/1/1976,42,M,F,30000,3,0,Bachelors,Clerical,0,0,2013,0-1 Miles,ENG,England,GB,United Kingdom,10,24026,1,Bikes,2,Road Bikes,386,Road-550-W
9/15/1973,45,M,M,40000,0,0,Graduate Degree,Clerical,1,0,2012,0-1 Miles,HH,Hamburg,DE,Germany,8,12806,1,Bikes,2,Road Bikes,606,Road-750
8/13/1968,50,S,F,70000,0,0,Bachelors,Professional,0,1,2011,0-1 Miles,VIC,Victoria,AU,Australia,9,17079,1,Bikes,1,Mountain Bikes,587,Mountain-400-W
10/4/1983,35,S,M,90000,0,0,Bachelors,Professional,0,3,2011,10+ Miles,VIC,Victoria,AU,Australia,9,11460,1,Bikes,3,Touring Bikes,564,Touring-1000
1/4/1961,58,M,F,80000,2,0,Partial College,Skilled Manual,1,2,2012,5-10 Miles,NSW,New South Wales,AU,Australia,9,27499,1,Bikes,2,Road Bikes,604,Road-750
2/11/1974,45,M,M,120000,2,4,High School,Professional,1,4,2011,5-10 Miles,HE,Hessen,DE,Germany,8,14425,1,Bikes,1,Mountain Bikes,355,Mountain-200
8/2/1968,50,M,M,40000,1,0,Bachelors,Skilled Manual,1,0,2012,0-1 Miles,ENG,England,GB,United Kingdom,10,12855,1,Bikes,1,Mountain Bikes,357,Mountain-200
5/18/1975,43,M,M,40000,0,0,Graduate Degree,Clerical,1,0,2011,0-1 Miles,HE,Hessen,DE,Germany,8,14162,1,Bikes,1,Mountain Bikes,359,Mountain-200
2/23/1984,35,S,F,30000,4,4,Partial College,Clerical,1,3,2012,0-1 Miles,ENG,England,GB,United Kingdom,10,20933,1,Bikes,2,Road Bikes,582,Road-350-W
8/11/1976,42,M,F,40000,2,2,Partial College,Clerical,0,2,2012,0-1 Miles,ENG,England,GB,United Kingdom,10,17115,1,Bikes,1,Mountain Bikes,589,Mountain-400-W
11/8/1981,37,M,F,50000,1,1,Bachelors,Skilled Manual,1,0,2011,2-5 Miles,WA,Washington,US,United States,1,14558,1,Bikes,1,Mountain Bikes,590,Mountain-400-W
10/8/1981,37,M,M,80000,2,0,Graduate Degree,Professional,1,0,2012,0-1 Miles,CA,California,US,United States,4,13887,1,Bikes,1,Mountain Bikes,355,Mountain-200
8/12/1974,44,M,M,40000,2,2,Bachelors,Skilled Manual,1,0,2011,2-5 Miles,WA,Washington,US,United States,1,11798,1,Bikes,1,Mountain Bikes,353,Mountain-200
8/25/1948,70,S,M,110000,2,4,Bachelors,Management,1,3,2012,5-10 Miles,WA,Washington,US,United States,1,14255,1,Bikes,1,Mountain Bikes,355,Mountain-200
1/9/1973,46,M,M,100000,1,0,Bachelors,Management,1,2,2012,1-2 Miles,CA,California,US,United States,4,14357,1,Bikes,1,Mountain Bikes,359,Mountain-200
4/18/1949,70,S,M,110000,2,4,Bachelors,Management,1,2,2012,5-10 Miles,CA,California,US,United States,4,14253,1,Bikes,1,Mountain Bikes,359,Mountain-200
8/3/1969,49,M,F,150000,2,0,Bachelors,Management,1,3,2012,1-2 Miles,CA,California,US,United States,4,13429,1,Bikes,1,Mountain Bikes,357,Mountain-200
4/21/1969,50,S,F,90000,0,0,Partial College,Professional,0,2,2012,0-1 Miles,WA,Washington,US,United States,1,13438,1,Bikes,1,Mountain Bikes,355,Mountain-200
5/10/1976,43,M,M,30000,0,0,Bachelors,Clerical,1,0,2013,0-1 Miles,59,Nord,FR,France,7,26953,1,Bikes,3,Touring Bikes,567,Touring-3000
11/29/1973,45,S,M,60000,1,0,Partial College,Skilled Manual,1,1,2011,5-10 Miles,NSW,New South Wales,AU,Australia,9,19615,1,Bikes,2,Road Bikes,581,Road-350-W
1/30/1974,45,M,M,60000,2,2,Bachelors,Professional,1,1,2011,2-5 Miles,NSW,New South Wales,AU,Australia,9,17285,1,Bikes,2,Road Bikes,376,Road-250
4/23/1984,35,S,M,20000,0,0,Bachelors,Clerical,1,0,2011,0-1 Miles,VIC,Victoria,AU,Australia,9,16526,1,Bikes,2,Road Bikes,384,Road-550-W
6/23/1986,32,S,M,20000,0,0,Bachelors,Clerical,0,0,2012,0-1 Miles,NSW,New South Wales,AU,Australia,9,22576,1,Bikes,2,Road Bikes,605,Road-750
1/9/1950,69,M,M,30000,2,0,Partial College,Clerical,0,2,2011,5-10 Miles,NSW,New South Wales,AU,Australia,9,17370,1,Bikes,2,Road Bikes,388,Road-550-W
4/3/1983,36,M,M,20000,0,0,Bachelors,Clerical,0,0,2012,0-1 Miles,VIC,Victoria,AU,Australia,9,22412,1,Bikes,2,Road Bikes,605,Road-750
8/3/1984,34,S,M,10000,0,0,Partial College,Manual,0,1,2011,2-5 Miles,SA,South Australia,AU,Australia,9,12242,1,Bikes,1,Mountain Bikes,592,Mountain-500
8/9/1957,61,S,F,70000,2,1,Partial High School,Skilled Manual,0,2,2011,2-5 Miles,CA,California,US,United States,4,29032,1,Bikes,3,Touring Bikes,569,Touring-3000
6/17/1958,60,M,F,70000,4,2,Partial College,Professional,1,2,2013,10+ Miles,BC,British Columbia,CA,Canada,6,12122,1,Bikes,3,Touring Bikes,573,Touring-1000
8/25/1975,43,S,M,70000,4,0,Graduate Degree,Professional,0,0,2013,0-1 Miles,CA,California,US,United States,4,25415,1,Bikes,3,Touring Bikes,575,Touring-1000
3/11/1977,42,S,M,150000,0,0,Bachelors,Management,1,2,2013,0-1 Miles,CA,California,US,United States,4,22216,1,Bikes,2,Road Bikes,604,Road-750
6/4/1978,40,S,F,50000,2,2,Bachelors,Skilled Manual,0,1,2013,0-1 Miles,OR,Oregon,US,United States,1,23177,1,Bikes,2,Road Bikes,604,Road-750
1/18/1970,49,S,F,60000,5,5,Bachelors,Skilled Manual,1,3,2013,5-10 Miles,BC,British Columbia,CA,Canada,6,16995,1,Bikes,2,Road Bikes,581,Road-350-W
10/23/1978,40,S,F,30000,0,0,High School,Manual,0,1,2013,2-5 Miles,78,Yveline,FR,France,7,20044,1,Bikes,2,Road Bikes,386,Road-550-W
10/10/1975,43,M,F,40000,1,0,Bachelors,Skilled Manual,1,0,2013,0-1 Miles,ENG,England,GB,United Kingdom,10,23930,1,Bikes,2,Road Bikes,382,Road-550-W
11/29/1973,45,M,F,40000,0,0,Graduate Degree,Clerical,1,0,2013,0-1 Miles,SL,Saarland,DE,Germany,8,27761,1,Bikes,2,Road Bikes,382,Road-550-W
3/31/1969,50,M,M,40000,1,0,Bachelors,Skilled Manual,1,0,2013,0-1 Miles,ENG,England,GB,United Kingdom,10,23938,1,Bikes,2,Road Bikes,386,Road-550-W
8/12/1974,44,M,F,40000,1,0,Bachelors,Skilled Manual,1,0,2013,0-1 Miles,ENG,England,GB,United Kingdom,10,26868,1,Bikes,2,Road Bikes,606,Road-750
9/13/1965,53,S,F,30000,3,0,Graduate Degree,Clerical,0,0,2013,0-1 Miles,ENG,England,GB,United Kingdom,10,26934,1,Bikes,2,Road Bikes,605,Road-750
1/12/1981,38,S,M,10000,2,2,High School,Manual,1,0,2013,0-1 Miles,ENG,England,GB,United Kingdom,10,26944,1,Bikes,2,Road Bikes,584,Road-750
4/15/1975,44,M,M,40000,0,0,Graduate Degree,Clerical,1,0,2012,0-1 Miles,BY,Bayern,DE,Germany,8,15675,1,Bikes,3,Touring Bikes,574,Touring-1000
5/21/1982,36,S,M,30000,0,0,High School,Manual,1,1,2013,2-5 Miles,ENG,England,GB,United Kingdom,10,28755,1,Bikes,3,Touring Bikes,574,Touring-1000
8/8/1945,73,M,F,40000,2,0,Bachelors,Management,0,2,2012,0-1 Miles,VIC,Victoria,AU,Australia,9,14345,1,Bikes,1,Mountain Bikes,587,Mountain-400-W
3/24/1975,44,S,M,60000,4,4,Bachelors,Professional,1,2,2012,5-10 Miles,TAS,Tasmania,AU,Australia,9,13975,1,Bikes,3,Touring Bikes,572,Touring-3000
5/18/1955,64,M,M,80000,5,1,High School,Management,0,3,2012,5-10 Miles,57,Moselle,FR,France,7,13605,1,Bikes,1,Mountain Bikes,363,Mountain-200
3/16/1983,36,S,F,20000,0,0,High School,Manual,0,1,2011,1-2 Miles,91,Essonne,FR,France,7,11599,1,Bikes,1,Mountain Bikes,353,Mountain-200
2/11/1961,58,M,F,80000,5,0,Bachelors,Management,1,2,2011,2-5 Miles,92,Hauts de Seine,FR,France,7,12632,1,Bikes,1,Mountain Bikes,355,Mountain-200
9/3/1955,63,M,M,90000,4,1,High School,Management,1,3,2011,5-10 Miles,93,Seine Saint Denis,FR,France,7,12650,1,Bikes,1,Mountain Bikes,359,Mountain-200
12/29/1954,64,M,M,100000,3,4,Partial College,Management,1,4,2011,10+ Miles,BY,Bayern,DE,Germany,8,13606,1,Bikes,1,Mountain Bikes,355,Mountain-200
3/23/1975,44,S,F,30000,0,0,Bachelors,Clerical,0,0,2012,1-2 Miles,ENG,England,GB,United Kingdom,10,21034,1,Bikes,2,Road Bikes,581,Road-350-W
